programme,scheduled_event_count,scenario
Geophysics and Geology with Professional Placement (MEarthPhys Hons) - 5 Years (Full-time) (Year 2),9,S2
Geophysics and Geology with Professional Placement (MEarthPhys) (Year 5),10,S2
Geophysics and Meteorology (BSc Hons) (Year 2),7,S2
Geophysics and Meteorology (BSc Hons) (Year 3),11,S2
Geophysics and Meteorology (BSc Hons) (Year 4),15,S2
Geophysics and Meteorology (MEarthPhys) (Year 1),8,S2
Geophysics and Meteorology (MEarthPhys) (Year 4),13,S2
Geophysics and Meteorology (MEarthPhys) (Year 5),4,S2
Geophysics and Meteorology with Professional Placement (MEarthPhys) (Year 2),7,S2
Geophysics and Meteorology with Professional Placement (MEarthPhys) (Year 3),11,S2
Geophysics and Meteorology with Professional Placement (MEarthPhys) (Year 5),11,S2
Geophysics with Professional Placement (MEarthPhys) (Year 5),5,S2
German (MA Hons) (Year 1),11,S2
German (MA Hons) (Year 2),13,S2
German (MA Hons) (Year 4),10,S2
German and Business MA (Hons) (Year 1),10,S2
German and Business MA (Hons) (Year 2),16,S2
German and Business MA (Hons) (Year 4),11,S2
German and Classics (MA Hons) (Year 2),13,S2
German and English Literature (MA Hons) (Year 2),26,S2
German and English Literature (MA Hons) (Year 4),14,S2
German and History (MA Hons) (Year 1),60,S2
German and History (MA Hons) (Year 2),37,S2
German and History (MA Hons) (Year 4),20,S2
German and History of Art (MA Hons) (Year 2),11,S2
German and History of Art (MA Hons) (Year 3),1,S2
German and Linguistics (MA Hons) (Year 1),16,S2
German and Linguistics (MA Hons) (Year 2),13,S2
German and Linguistics (MA Hons) (Year 4),16,S2
German and Philosophy (MA Hons) (Year 1),14,S2
German and Philosophy (MA Hons) (Year 2),21,S2
German and Philosophy (MA Hons) (Year 4),6,S2
German and Politics (MA Hons) (Year 1),25,S2
German and Politics (MA Hons) (Year 2),32,S2
German and Politics (MA Hons) (Year 4),20,S2
German and Russian Studies (MA Hons) (Year 1),12,S2
German and Russian Studies (MA Hons) (Year 2),12,S2
German and Scandinavian Studies (MA Hons) (Year 2),11,S2
German and Spanish (MA Hons) (Year 1),14,S2
German and Spanish (MA Hons) (Year 4),8,S2
"Global Crime, Justice and Security (MSc) (Full-time) (Year 1)",8,S2
Global Environment and Climate Change Law (LLM) (Full-time) (Year 1),9,S2
Global Environment and Climate Change Law (LLM) (Part-time) (Year 2),4,S2
"Global Environment, Politics and Society (MSc) (Year 1)",6,S2
Global Health Policy (BMedSci Hons) (Year 3),12,S2
Global Health Policy (MSc) - 1 Year (Year 1),10,S2
Global Health Policy (MSc) - 2 Years (Part-time) (Year 2),3,S2
Global Health Policy (PHD) - 6 Years (Part-time) (Year 1),2,S2
Global Law LLB (Hons) (Year 1),36,S2
Global Mental Health and Society (MSc) - 1 Year (Full-time) (Year 1),28,S2
Global Mental Health and Society (MSc) - 2 Years (Part-time) (Year 1),2,S2
Global Mental Health and Society (MSc) - 2 Years (Part-time) (Year 2),2,S2
"Global Premodern Art: History, Heritage and Curation (MSc) - 1 Year (Full-Time) (Year 1)",8,S2
Global Strategy and Sustainability (MSc) - 1 Year (Full-time) (Year 1),18,S2
Globalised Muslim World (MSc) (Year 2),5,S2
Globalised Muslim World MSc (Year 1),14,S2
"Government, Policy and Society MA(Hons) (Year 1)",18,S2
"Government, Policy and Society MA(Hons) (Year 2)",39,S2
"Government, Policy and Society MA(Hons) (Year 3)",19,S2
"Government, Policy and Society MA(Hons) (Year 4)",18,S2
"Government, Policy and Society with Quantitative Methods MA (Hons) (Year 1)",7,S2
"Government, Policy and Society with Quantitative Methods MA (Hons) (Year 2)",6,S2
"Government, Policy and Society with Quantitative Methods MA (Hons) (Year 3)",5,S2
"Government, Policy and Society with Quantitative Methods MA (Hons) (Year 4)",8,S2
Graphic Design (BA Hons) (Year 1),9,S2
Graphic Design (BA Hons) (Year 2),28,S2
Graphic Design (BA Hons) (Year 3),8,S2
Graphic Design (BA Hons) (Year 4),2,S2
Graphic Design (MA (eca)) (Year 1),5,S2
Greek Studies (MA Hons) (Year 3),2,S2
Health Humanities and Arts (MSC)(R) - 1 Year (Full-Time) (Year 1),6,S2
Health Humanities and Arts (MSc)(R) - 2 Years (Part-Time) (Year 1),1,S2
Health Sciences (BMedSci) (Year 3),61,S2
Health in Social Science (PHD) (Year 1),6,S2
Health in Social Science (PHD) (Year 2),8,S2
Health in Social Science (PHD) (Year 3),1,S2
Health in Social Science MA(Hons) - 4 Years (Full-Time (Year 1),7,S2
Health in Social Science MA(Hons) - 4 Years (Full-Time (Year 2),55,S2
Health in Social Science MA(Hons) - 4 Years (Full-Time (Year 3),30,S2
Health in Social Science MA(Hons) - 4 Years (Full-Time (Year 4),24,S2
Health in Social Science with Internship (ESRC) (PhD) (Year 1),4,S2
"Health, Science and Society MA(Hons) (Year 4)",6,S2
High Performance Computing (MSc) (Full-time) (Year 1),15,S2
High Performance Computing (MSc) (Full-time) (Year 2),5,S2
High Performance Computing with Data Science (MSc) (Full-time) (Year 1),22,S2
High Performance Computing with Data Science (MSc) (Full-time) (Year 2),9,S2
High Performance Computing with Data Science (MSc) 3 Years (Part-time) (Year 3),8,S2
Hispanic Studies (PhD) (Part-time) - 6 Years (Year 2),1,S2
History (MA Hons) (Year 1),148,S2
History (MA Hons) (Year 2),229,S2
History (MA Hons) (Year 3),56,S2
History (MA Hons) (Year 4),27,S2
History (MSc by Research) (Year 1),2,S2
History (MSc) (Part-time) (Year 1),1,S2
History (MSc) (Part-time) (Year 2),2,S2
History (MSc) - (Full-time) (Year 1),17,S2
History (PhD) (Part-time) - 6 Years (Year 1),1,S2
History and Archaeology (MA Hons) (Year 1),12,S2
History and Archaeology (MA Hons) (Year 2),26,S2
History and Archaeology (MA Hons) (Year 3),12,S2
History and Archaeology (MA Hons) (Year 4),7,S2
History and Classics (MA Hons) (Year 1),34,S2
History and Classics (MA Hons) (Year 2),23,S2
History and Classics (MA Hons) (Year 3),35,S2
History and Classics (MA Hons) (Year 4),15,S2
History and Economics MA (Hons) (Year 1),42,S2
History and Economics MA (Hons) (Year 2),77,S2
History and Economics MA (Hons) (Year 3),32,S2
History and Economics MA (Hons) (Year 4),31,S2
History and History of Art (MA Hons) (Year 1),14,S2
History and History of Art (MA Hons) (Year 2),26,S2
History and History of Art (MA Hons) (Year 3),20,S2
History and History of Art (MA Hons) (Year 4),7,S2
History and Politics (MA Hons) (Year 1),95,S2
History and Politics (MA Hons) (Year 2),94,S2
History and Politics (MA Hons) (Year 3),76,S2
History and Politics (MA Hons) (Year 4),78,S2
History and Scottish History (MA Hons) (Year 1),10,S2
History and Scottish History (MA Hons) (Year 2),7,S2
History and Scottish History (MA Hons) (Year 3),8,S2
History and Scottish History (MA Hons) (Year 4),6,S2
History of Art (MA Hons) (Year 1),112,S2
History of Art (MA Hons) (Year 2),190,S2
History of Art (MA Hons) (Year 3),19,S2
History of Art (MA Hons) (Year 4),12,S2
History of Art (MSc by Research) (Part-time) (Year 1),4,S2
History of Art (PhD) (Full-time) (Year 1),4,S2
History of Art and Architectural History (MA Hons) (Year 1),9,S2
History of Art and Architectural History (MA Hons) (Year 2),17,S2
History of Art and Architectural History (MA Hons) (Year 3),6,S2
History of Art and Architectural History (MA Hons) (Year 4),7,S2
History of Art and Chinese Studies (MA Hons) (Year 1),8,S2
History of Art and Chinese Studies (MA Hons) (Year 2),14,S2
History of Art and Chinese Studies (MA Hons) (Year 4),15,S2
History of Art and English Literature (MA Hons) (Year 1),47,S2
History of Art and English Literature (MA Hons) (Year 2),42,S2
History of Art and English Literature (MA Hons) (Year 3),7,S2
History of Art and English Literature (MA Hons) (Year 4),20,S2
History of Art and History of Music (MA Hons) (Year 2),14,S2
History of Art and History of Music (MA Hons) (Year 4),9,S2
"History of Art, Theory and Display (MSc) (Full-time) (Year 1)",17,S2
"History of Art, Theory and Display (MSc) (Part-time) (Year 2)",1,S2
History of Christianity (PhD) (Full-time) - 3 Years (Year 1),5,S2
History of Christianity (PhD) (Full-time) - 3 Years (Year 2),4,S2
History of Christianity (PhD) (Part-time) - 6 Years (Year 1),1,S2
Human Anatomy (MSc) (Year 1),8,S2
Human Cognitive Neuropsychology (MSc) (Full-time) (Year 1),6,S2
Human Cognitive Neuropsychology (MSc) (Part-time) - 2 Years (Year 2),1,S2
Human Osteoarchaeology (MSc) (Full-time) (Year 1),11,S2
Human Resource Management (MSc) (Year 1),7,S2
Human Rights (LLM) (Part-time) - 2 Years (Year 2),2,S2
Human Rights (LLM) (Year 1),10,S2
Illustration (BA Hons) (Year 1),12,S2
Illustration (BA Hons) (Year 2),20,S2
Illustration (BA Hons) (Year 3),10,S2
Illustration (BA Hons) (Year 4),7,S2
Illustration (MA (eca)) (Year 1),6,S2
"Imaging, Vision and High Performance Computing (MSc) (Year 1)",2,S2
Inclusive Education (Deaf Learners) (ICL) (PgDip) - 2-4 Years (Year 2),1,S2
Inclusive Education (Deaf Learners) (ICL) (PgDip) - 2-4 Years (Year 3),2,S2
Inclusive Education (Deaf Learners) (ICL) (PgDip) 1 - 4 years (Year 1),4,S2
Inclusive Education (Deaf Learners) (ICL) (PgDip) 1 - 4 years (Year 2),3,S2
Inclusive Education (Deaf Learners) (PgDip) - 2 Years (Part-time) (Year 1),4,S2
Inclusive Education (Deaf Learners) (PgDip) - 2 Years (Part-time) (Year 2),3,S2
Inclusive Education (MSc) - 1 Year (Full-time) (Year 1),4,S2
Inclusive Education (MSc) - 1 Year (Full-time) (Year 2),1,S2
Inclusive Education (MSc) - 1 Year (Full-time) (Year 3),3,S2
Inclusive Education (Visually Impaired Learners) (ICL) 2 - 4 years (Year 4),3,S2
Inclusive Education (Visually Impaired Learners) (PgDip) (ICL) 1 - 4 years (Year 1),3,S2
Inclusive Education (Visually Impaired Learners) (PgDip) (ICL) 1 - 4 years (Year 2),3,S2
Inclusive Education (Visually Impaired Learners) (PgDip) (ICL) 1 - 4 years (Year 3),3,S2
Inclusive Education (Visually Impaired Learners) (PgDip) - 2 Years (Part-time) (Year 2),3,S2
Inclusive Education (Visually Impaired Learners) (PgDip) - 2 Years (Part-time) (Year 3),3,S2
Infectious Diseases (BMedSci Hons) (Year 3),17,S2
Infectious Diseases BSc (Hons) (Year 1),5,S2
Infectious Diseases BSc (Hons) (Year 2),28,S2
Infectious Diseases BSc (Hons) (Year 3),56,S2
Infectious Diseases BSc (Hons) (Year 4),16,S2
Informatics (MInf) (Year 1),24,S2
Informatics (MInf) (Year 2),44,S2
Informatics (MInf) (Year 3),20,S2
Informatics (MInf) (Year 4),117,S2
Informatics (MInf) (Year 5),102,S2
"Informatics: AIAI: Automated Reasoning, Agents, Data Intensive Research, Knowledge Management (PHD) - 3 Years (Full-Time) (Year 1)",3,S2
"Informatics: ANC: Machine Learning, Computational Neuroscience, Computational Biology (PhD) (Full-time) (Year 3)",2,S2
"Informatics: ILCC: Language Processing, Speech Technology, Information Retrieval, Cognition (MSc by Research) (Full-time) (Year 1)",3,S2
"Informatics: ILCC: Language Processing, Speech Technology, Information Retrieval, Cognition (PhD) (Full-time) (Year 2)",2,S2
"Informatics: ILCC: Language Processing, Speech Technology, Information Retrieval, Cognition (PhD) (Full-time) (Year 3)",2,S2
"Informatics: LFCS: Foundations of Computer Science, Databases, Software & Systems Modelling  (PhD) (Full-time) (Year 1)",6,S2
"Innovation, Technology and the Law (LLM) (Full-time) (Year 1)",12,S2
Integrative Neuroscience (MSc by Research) (Full-time) (Year 1),17,S2
Intellectual History (MSc) (Full-time) (Year 1),1,S2
Intellectual History (MSc) (Part-time) (Year 2),1,S2
Intellectual Property Law (LLM) (Full-time) (Year 1),7,S2
Interdisciplinary Futures (MA) (Year 1),50,S2
Interdisciplinary Futures (MA) (Year 2),103,S2
Interior Design (BA Hons) (Year 1),1,S2
Interior Design (BA Hons) (Year 2),2,S2
Interior Design (BA Hons) (Year 3),13,S2
Interior Design (BA Hons) (Year 4),5,S2
"Interior, Architectural and Spatial Design (MA (eca)) - 1 Year (Full-Time) (Year 1)",5,S2
Intermedia Art BA (Hons) (Year 3),26,S2
Intermedia Art BA (Hons) (Year 4),11,S2
"Intermediality: Literature, Film and the Arts in Dialogue (MSc) - 1 Year (Full-Time) (Year 1)",7,S2
"Intermediality: Literature, Film and the Arts in Dialogue (MSc) - 2 Years (Part-Time) (Year 2)",2,S2
International Banking Law and Finance (LLM) (Full-time) (Year 1),4,S2
International Business (MA Hons) (Year 1),54,S2
International Business (MA Hons) (Year 2),59,S2
International Business (MA Hons) (Year 4),38,S2
International Business with Chinese MA (Hons) (Year 1),19,S2
International Business with Chinese MA (Hons) (Year 2),16,S2
International Business with Chinese MA (Hons) (Year 4),24,S2
International Business with French MA (Hons) (Year 2),22,S2
International Business with French MA (Hons) (Year 4),12,S2
International Business with German MA (Hons) (Year 1),12,S2
International Business with German MA (Hons) (Year 2),14,S2
International Business with German MA (Hons) (Year 4),5,S2
International Business with Italian MA (Hons) (Year 2),12,S2
International Business with Italian MA (Hons) (Year 4),5,S2
International Business with Japanese MA (Hons) (Year 1),9,S2
International Business with Japanese MA (Hons) (Year 2),14,S2
International Business with Japanese MA (Hons) (Year 4),8,S2
International Business with Spanish MA (Hons) (Year 1),18,S2
International Business with Spanish MA (Hons) (Year 2),39,S2
International Business with Spanish MA (Hons) (Year 4),13,S2
International Development (MSc) (Full-time) (Year 1),26,S2
International Development (PHD) (Full-Time) (Year 1),2,S2
International Economic Law (LLM) (Full-time) (Year 1),9,S2
International Human Resource Management (MSc) (Year 1),3,S2
International Law (LLM) (Full-time) (Year 1),24,S2
International Relations (MA Hons) (Year 1),119,S2
International Relations (MA Hons) (Year 2),189,S2
International Relations (MA Hons) (Year 3),96,S2
International Relations (MA Hons) (Year 4),88,S2
International Relations (MSc) (Full-time) (Year 1),20,S2
International Relations and International Law (MA Hons) (Year 2),83,S2
International Relations and International Law (MA Hons) (Year 3),54,S2
International Relations and International Law (MA Hons) (Year 4),45,S2
International Relations with Quantitative Methods (MA Hons) (Full-time) (Year 1),7,S2
International Relations with Quantitative Methods (MA Hons) (Full-time) (Year 2),29,S2
International Relations with Quantitative Methods (MA Hons) (Full-time) (Year 3),10,S2
International Relations with Quantitative Methods (MA Hons) (Full-time) (Year 4),22,S2
International and Cross-cultural Counselling Studies (MSc) (Year 1),6,S2
International and European Politics (MSc) (Full-time) (Year 1),8,S2
Islamic Studies (MA Hons) (Year 1),10,S2
Islamic Studies (MA Hons) (Year 3),7,S2
Islamic Studies (MA Hons) (Year 4),7,S2
Islamic Studies and Christian-Muslim Relations (MPH) - 4 Years (Part-time) (Year 1),1,S2
Islamic Studies and Christian-Muslim Relations (PhD) - 3 Years (Year 1),1,S2
Islamic Studies and Christian-Muslim Relations (PhD) - 6 Years (Part-time) (Year 1),1,S2
Islamic and Middle Eastern Studies (MSc) (Full-time) (Year 1),13,S2
Islamic and Middle Eastern Studies (MSc) (Part-time) (Year 1),5,S2
Italian (MA Hons) (Year 2),20,S2
Italian (MA Hons) (Year 4),8,S2
Italian and Classics (MA Hons) (Year 1),12,S2
Italian and Classics (MA Hons) (Year 2),23,S2
Italian and English Literature (MA Hons) (Year 1),21,S2
Italian and English Literature (MA Hons) (Year 2),12,S2
Italian and English Literature (MA Hons) (Year 4),11,S2
Italian and History (MA Hons) (Year 1),27,S2
Italian and History (MA Hons) (Year 2),29,S2
Italian and History (MA Hons) (Year 4),10,S2
Italian and History of Art (MA Hons) (Year 1),10,S2
Italian and History of Art (MA Hons) (Year 2),20,S2
Italian and History of Art (MA Hons) (Year 3),1,S2
Italian and History of Art (MA Hons) (Year 4),7,S2
Italian and Linguistics (MA Hons) (Year 2),14,S2
Italian and Linguistics (MA Hons) (Year 3),8,S2
Italian and Philosophy (MA Hons) (Year 1),8,S2
Italian and Philosophy (MA Hons) (Year 2),14,S2
Italian and Politics (MA Hons) (Year 1),21,S2
Italian and Politics (MA Hons) (Year 2),9,S2
Italian and Spanish (MA Hons) (Year 2),28,S2
Italian and Spanish (MA Hons) (Year 4),12,S2
Japanese (MA Hons) (Year 1),66,S2
Japanese (MA Hons) (Year 2),46,S2
Japanese (MA Hons) (Year 4),19,S2
Japanese and Linguistics (MA Hons) (Year 1),23,S2
Japanese and Linguistics (MA Hons) (Year 2),45,S2
Japanese and Linguistics (MA Hons) (Year 4),30,S2
Jewellery and Silversmithing (BA Hons) (Year 1),3,S2
Jewellery and Silversmithing (BA Hons) (Year 2),13,S2
Jewellery and Silversmithing (BA Hons) (Year 3),8,S2
Jewellery and Silversmithing (BA Hons) (Year 4),1,S2
Landscape Architecture (MA Hons) (Year 1),2,S2
Landscape Architecture (MA Hons) (Year 2),6,S2
Landscape Architecture (MA Hons) (Year 3),20,S2
Landscape Architecture (MA Hons) (Year 4),8,S2
Landscape Architecture (MLA) (Year 1),2,S2
Landscape Architecture (MLA) (Year 2),20,S2
Landscape Architecture (MPhil) (Full-time) (Year 1),1,S2
Landscape Architecture (PhD) (Year 1),1,S2
Landscape and Wellbeing (MSc) - 1 Year (Full-time) (Year 1),13,S2
Landscape and Wellbeing (MSc) - 2 Years (Part-time) (Year 2),2,S2
Language Education (MSc) - 1 Year (Full-time) (Year 1),20,S2
Language Education (MSc) - 1 Year (Full-time) (Year 2),1,S2
Language Education (MSc) - 1 Year (Full-time) (Year 3),1,S2
Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),23,S2
Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 2),8,S2
Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 3),8,S2
"Late Antique, Islamic and Byzantine Studies (MSc) (Full-time) (Year 1)",6,S2
"Late Antique, Islamic and Byzantine Studies (MSc) (Part-time) (Year 2)",9,S2
"Late Antique, Islamic and Byzantine Studies (MSc) (Part-time) (Year 3)",6,S2
Latin Studies (MA Hons) (Year 2),13,S2
Latin Studies (MA Hons) (Year 3),7,S2
Latin Studies (MA Hons) (Year 4),9,S2
Law (LLB Hons) (Year 1),107,S2
Law (LLB Hons) (Year 2),134,S2
Law (LLB Hons) (Year 3),108,S2
Law (LLB Hons) (Year 4),60,S2
Law (LLB Ord) (Graduate Entry) (Year 1),33,S2
Law (LLB Ord) (Graduate Entry) (Year 2),48,S2
Law (LLM) (Full-time) (Year 1),21,S2
Law (PhD) (Full-time) (Year 1),2,S2
Law (PhD) (Full-time) (Year 2),5,S2
Law (PhD) (Full-time) (Year 3),1,S2
Law MA (Hons) (Year 3),9,S2
Law MA (Hons) (Year 4),2,S2
Law Society Registration - Full Year (Part-time) (Year 1),7,S2
Law and Accountancy (LLB Hons) (Year 1),10,S2
Law and Accountancy (LLB Hons) (Year 3),5,S2
Law and Accountancy (LLB Hons) (Year 4),4,S2
Law and Business LLB (Hons) (Year 1),15,S2
Law and Business LLB (Hons) (Year 2),50,S2
Law and Business LLB (Hons) (Year 3),30,S2
Law and Business LLB (Hons) (Year 4),13,S2
Law and Celtic (LLB Hons) (Year 4),8,S2
Law and Economics (LLB Hons) (Year 4),6,S2
Law and French (LLB Hons) (Year 1),18,S2
Law and French (LLB Hons) (Year 2),20,S2
